Dependency Pair	Co-Occurences
debug@universalify	10
debug@type-fest	10
once@wrappy	10
axios@js-base64	10
normalize.css@styled-components	10
he@lodash	10
fd-slicer@fs-extra	10
jquery@jsonfile	10
formik@uuid	10
moment@mysql	10
normalizr@redux	10
fuse.js@i18next	10
fortawesome/free-regular-svg-icons@bootstrap	10
fs-extra@universal-analytics	10
fs-extra@universalify	10
highlight.js@nanoid	10
has-property-descriptors@progress	10
history@node-notifier	10
wrappy@yauzl	10
html2canvas@nedb	10
html2canvas@path	10
antd@css-loader	10
autoprefixer@babel-eslint	10
has-property-descriptors@pump	10
classnames@concurrently	10
extract-zip@once	10
fs-extra@tar	10
numeral@redux-thunk	10
jest@source-map-loader	10
html-webpack-plugin@tailwindcss	10
ant-design/icons@styled-components	10
crypto-js@ws	10
emotion/styled@fortawesome/fontawesome-svg-core	10
extract-zip@pend	10
codemirror/matchbrackets@codemirror/theme-one-dark	10
axios@gsap	10
numeral@uuid	10
emotion/styled@fortawesome/free-solid-svg-icons	10
has-symbols@matcher	10
axios@i18next-browser-languagedetector	10
babel-eslint@babel-runtime	10
autolinker@jquery	10
capacitor/cli@capacitor/core	10
has-symbols@ms	10
antd@nedb	10
babel-core@webpack-manifest-plugin	10
better-sqlite3@moment	10
antd@postcss-flexbugs-fixes	10
antd@file-loader	10
case-sensitive-paths-webpack-plugin@source-map-loader	10
codemirror/language@process	10
object-keys@once	10
highlight.js@node-fetch	10
has-property-descriptors@p-cancelable	10
extract-zip@object-keys	10
autolinker@moment	10
crypto-js@request	10
emotion/styled@crypto-js	10
object-assign@redux	10
object-assign@resolve	10
fs-extra@is-wsl	10
express@handlebars	10
babel-eslint@extract-text-webpack-plugin	10
has-symbols@mimic-response	10
has-property-descriptors@pend	10
animate.css@font-awesome	10
axios@js-md5	10
marked@source-map-support	10
express@sequelize	10
history@node-schedule	10
cross-spawn@fs-extra	10
chokidar@redux	10
lru-cache@normalize-url	10
fs-extra@shortid	10
highlight.js@markdown-it-footnote	10
babel-core@postcss-flexbugs-fixes	10
debug@ini	10
axios@download	10
sumchecker@wrappy	10
sumchecker@universalify	10
extract-zip@json-stringify-safe	10
http@moment	10
cookie-parser@mongoose	10
css-loader@webpack-merge	10
chai-as-promised@core-js	10
apollo-link-http@graphql	10
apollo-link-http@graphql-tag	10
http@jquery	10
extract-zip@lru-cache	10
fuse.js@semver	10
history@randomstring	10
classnames@mousetrap	10
codemirror/lang-markdown@assert	10
emotion/styled@semver	10
fs-extra@webpack-merge	10
history@rc-slider	10
blueprintjs/core@lodash	10
codemirror/lang-javascript@unified	10
query-string@redux-thunk	10
https-proxy-agent@moment	10
helmet@lodash	10
emotion/styled@socket.io-client	10
axios@mysql	10
compare-versions@uuid	10
glob@redux-thunk	10
html-loader@webpack	10
glob@mkdirp	10
jquery@sequelize	10
graceful-fs@once	10
extract-text-webpack-plugin@font-awesome	10
history@nanoid	10
axios@material-design-icons-iconfont	10
glob@i18next	10
fs-extra@shelljs	10
jquery@sql.js	10
debug@glob	10
once@yauzl	10
github-markdown-css@unified	10
grpc/grpc-js@grpc/proto-loader	10
tailwind-merge@zod	10
classnames@html-webpack-plugin	10
draft-js@redux	10
has-property-descriptors@ms	10
fortawesome/free-brands-svg-icons@uuid	10
apollo-boost@graphql	10
moment@query-string	10
extract-zip@mkdirp	10
axios@jwt-decode	10
has-property-descriptors@has-symbols	10
history@lodash.debounce	10
graceful-fs@ini	10
classnames@fix-path	10
jquery@mime-types	10
extract-zip@ms	10
css-loader@postcss	10
tailwindcss/postcss7-compat@tailwindcss	10
animate.css@bootstrap	10
has-property-descriptors@normalize-url	10
bcryptjs@moment	10
debug@progress	10
fs-extra@source-map-loader	10
bcryptjs@body-parser	10
lru-cache@sprintf-js	10
css-loader@ts-loader	10
codemirror/language-data@assert	10
debug@minimist	10
normalize-url@semver	10
axios@lodash-id	10
bcrypt@mongoose	10
bcrypt@moment	10
fs-extra@socket.io-client	10
apollo-client@apollo-link-http	10
lru-cache@yallist	10
cookie-parser@dotenv	10
axios@katex	10
eslint-plugin-import@extract-text-webpack-plugin	10
axios@koa-static	10
lru-cache@yauzl	10
codemirror/history@codemirror/language-data	10
fortawesome/fontawesome-svg-core@material-ui/core	10
has@progress	10
universalify@yauzl	10
fs-extra@handlebars	10
jsonfile@object-keys	10
popperjs/core@core-js	10
dotenv@winston	10
jsonfile@pend	10
date-fns@moment	10
has-symbols@progress	10
dotenv@nodemon	10
types/node@tailwindcss	10
env-paths@jsonfile	10
types/node@resolve-url-loader	10
hammerjs@reflect-metadata	10
types/node@rxjs	10
has-symbols@type-fest	10
cheerio@dotenv	10
babel/core@styled-components	10
clsx@i18next	10
cors@typescript	10
mui/material@mui/x-date-pickers	10
axios@tough-cookie	10
chart.js@font-awesome	10
html-webpack-plugin@less-loader	10
material-ui@uuid	10
graceful-fs@wrappy	10
html-webpack-plugin@jquery	10
handlebars@popper.js	10
has-symbols@yallist	10
prop-types@sqlite3	10
env-paths@pend	10
typescript-eslint/eslint-plugin@axios	10
history@mongodb	10
has-property-descriptors@semver	10
has-symbols@responselike	10
redux-actions@redux-localstorage	10
has@sumchecker	10
redux-actions@reselect	10
cors@redux	10
lodash@nprogress	10
async@bootstrap	10
ngx-bootstrap@zone.js	10
ngx-bootstrap@rxjs	10
env-paths@object-keys	10
has-property-descriptors@sumchecker	10
babel-loader@jquery	10
lodash@redux-form	10
has-symbols@pump	10
hls.js@moment	10
date-fns@nanoid	10
recoil@uuid	10
lodash@recoil	10
axios@wallpaper	10
mui/material@prop-types	10
jsonfile-promised@moment	10
env-paths@fd-slicer	10
types/node@postcss	10
json-stringify-safe@universalify	10
babel/preset-typescript@webpack	10
json-stringify-safe@wrappy	10
ffmpeg-installer/ffmpeg@ffprobe-installer/ffprobe	10
ffprobe-installer/ffprobe@fluent-ffmpeg	10
popper.js@redux-thunk	10
has@p-cancelable	10
utf-8-validate@ws	10
extract-zip@wrappy	10
types/node@prop-types	10
express@mkdirp	10
has@once	10
semver@type-fest	10
music-metadata@uuid	10
polished@redux	10
cheerio@element-ui	10
lodash@path-to-regexp	10
aws-sdk@moment	10
json-stringify-safe@serialize-error	10
json-stringify-safe@sprintf-js	10
hammerjs@materialize-css	10
popper.js@prop-types	10
chalk@eslint-plugin-flowtype	10
semver@serialize-error	10
got@jquery	10
got@json-stringify-safe	10
got@jsonfile	10
babel/core@sass	10
history@mkdirp	10
ramda@uuid	10
has-symbols@wrappy	10
env-paths@json-stringify-safe	10
assert@remark-gfm	10
assert@remark-parse	10
types/node@redux-thunk	10
extract-zip@yauzl	10
typescript-eslint/parser@axios	10
types/uuid@typescript	10
express@minimist	10
handlebars@uuid	10
hls.js@uuid	10
has-property-descriptors@sprintf-js	10
env-paths@graceful-fs	10
babel/core@redux	10
mui/icons-material@mui/x-date-pickers	10
has@pend	10
lodash@request-promise	10
axios@zone.js	10
assert@github-markdown-css	10
fs-promise@lodash	10
handlebars@source-map-support	10
jsonfile@sprintf-js	10
chart.js@styled-components	10
core-js@material-design-icons	10
chart.js@sqlite3	10
request@ytdl-core	10
fortawesome/fontawesome-svg-core@sqlite3	10
menubar@redux-thunk	10
has-symbols@sprintf-js	10
babel/preset-env@html-webpack-plugin	10
env-paths@yauzl	10
howler@ramda	10
postcss-loader@redux-thunk	10
postcss@redux-thunk	10
dotenv@pg	10
request@winreg	10
process@unified	10
redux@yargs	10
has-property-descriptors@wrappy	10
fs@util	10
has-property-descriptors@yallist	10
menubar@source-map-support	10
core-js@webpack	10
chalk@webpack-merge	10
has-property-descriptors@jsonfile	10
has@roarr	10
core-js@ws	10
has-property-descriptors@yauzl	10
core-js@mkdirp	10
dotenv@socket.io	10
nanoid@semver	10
has@pump	10
has-symbols@sumchecker	10
handlebars@node-fetch	10
has@responselike	10
progress@sumchecker	10
fluent-ffmpeg@uuid	10
nedb@source-map-support	10
dotenv@source-map-loader	10
express@url-loader	10
core-js@mime-types	10
chart.js@serialport	10
fs@os	10
has-property-descriptors@keyv	10
immutable@redux-immutable	10
redux-thunk@sqlite3	10
axios@sanitize-filename	10
howler@redux-thunk	10
fluent-ffmpeg@request	10
rxjs@semver	10
fortawesome/fontawesome-free@tslib	10
material-ui/icons@redux-logger	10
d3@rxjs	10
get-stream@got	10
has-symbols@yauzl	10
jsonfile@wrappy	10
ng-bootstrap/ng-bootstrap@tslib	10
has-symbols@roarr	10
has-property-descriptors@lowercase-keys	10
postcss-flexbugs-fixes@source-map-loader	10
has-property-descriptors@type-fest	10
d3@redux	10
raf@resolve	10
handlebars@socket.io	10
env-paths@progress	10
request@typescript	10
has@sprintf-js	10
history@i18next-browser-languagedetector	10
font-awesome@menubar	10
has@serialize-error	10
has-symbols@semver	10
lodash@mitt	10
has-symbols@serialize-error	10
got@normalize-url	10
hls.js@qs	10
howler@request	10
axios@sweetalert	10
env-paths@universalify	10
escape-string-regexp@yauzl	10
bootstrap@keytar	10
has-symbols@semver-compare	10
dotenv@ts-jest	10
mui/material@clsx	10
concurrently@moment	10
bootstrap@handlebars	10
got@p-cancelable	10
cors@multer	10
cors@mongoose	10
core-js@pouchdb	10
has-property-descriptors@universalify	10
less-loader@lodash	10
fs-extra@normalize-url	10
has-property-descriptors@serialize-error	10
serialize-error@type-fest	10
has@normalize-url	10
history@ts-loader	10
types/jest@resolve-url-loader	10
mousetrap@redux-thunk	10
es6-error@semver	10
mousetrap@request	10
primeicons@tslib	10
has@type-fest	10
highcharts@jquery	10
has@universalify	10
fs-extra@ora	10
primeicons@primeng	10
codemirror/highlight@codemirror/language	10
codemirror/highlight@codemirror/lang-markdown	10
codemirror/theme-one-dark@unified	10
got@sumchecker	10
lodash@mongoose	10
graceful-fs@lru-cache	10
koa@socket.io	10
material-ui/core@redux-logger	10
googleapis@lodash	10
commander@inquirer	10
cheerio@puppeteer	10
has@jsonfile	10
codemirror/gutter@codemirror/theme-one-dark	10
dompurify@redux	10
babel/core@chalk	10
history@tsconfig-paths-webpack-plugin	10
dnd-kit/core@dnd-kit/sortable	10
express@tailwindcss	10
types/jest@typescript-eslint/eslint-plugin	10
codemirror/gutter@github-markdown-css	10
types/jest@typescript-eslint/parser	10
types/jest@uuid	10
types/jest@wait-on	10
babel-core@cross-env	10
dayjs@node-fetch	10
pg@pg-hstore	10
axios@babel-preset-es2015	10
has@semver	10
codemirror/history@codemirror/lang-markdown	10
less@redux	10
dayjs@qs	10
helmet@semver	10
babel-preset-env@node-sass	10
babel-core@eslint-plugin-flowtype	10
dayjs@qrcode	10
md5@uuid	10
has@lowercase-keys	10
helmet@serve-favicon	10
types/jest@classnames	10
file-saver@moment	10
body-parser@socket.io-client	10
axios@prismjs	10
has@lru-cache	10
has@mimic-response	10
codemirror/history@codemirror/language	10
eslint@postcss	10
has@ms	10
body-parser@typescript	10
has-property-descriptors@semver-compare	10
fs-extra@prettier	10
pend@wrappy	10
has@yallist	10
node-fetch@styled-components	10
html-webpack-plugin@redux-logger	10
has@wrappy	10
codemirror/highlight@github-markdown-css	10
babel/core@axios	10
rimraf@webpack	10
date-fns@dotenv	10
helmet@socket.io	10
core-js@sortablejs	10
pend@universalify	10
pend@sprintf-js	10
material-ui/lab@regenerator-runtime	10
axios@utf-8-validate	10
has@semver-compare	10
has@yauzl	10
has@keyv	10
got@type-fest	10
core-js@socket.io	10
babel-plugin-transform-class-properties@babel-plugin-transform-object-rest-spread	10
rimraf@typescript	10
discord-rpc@uuid	10
codemirror/commands@process	10
has-symbols@p-cancelable	10
history@ws	10
has-symbols@pend	10
has-symbols@universalify	10
dotenv@mkdirp	10
babel-plugin-transform-object-rest-spread@babel-preset-env	10
types/node@antd	10
babel-core@babel-plugin-transform-class-properties	10
material-ui/core@wait-on	10
has-symbols@object-keys	10
has-symbols@once	10
fortawesome/fontawesome-svg-core@date-fns	10
material-ui/core@web-vitals	10
execa@lodash	10
babel-loader@concurrently	10
immer@uuid	10
chart.js@dotenv	10
fs-extra@once	10
fs-extra@prismjs	10
file-loader@less	10
json-stringify-safe@once	10
immutability-helper@redux	10
less-loader@style-loader	10
has-property-descriptors@json-stringify-safe	10
pnp-webpack-plugin@typescript	10
fs@redux-thunk	10
codemirror/commands@codemirror/history	10
codemirror/commands@codemirror/gutter	10
core-js@view-design	10
chalk@chokidar	10
chalk@classnames	10
history@yup	10
mime-types@redux	10
dotenv@mongodb	10
immer@zustand	10
semver@ws	10
chalk@core-js	10
mui/material@typescript	10
jszip@moment	10
highlight.js@turndown	10
has-property-descriptors@responselike	10
babel-core@case-sensitive-paths-webpack-plugin	10
types/uuid@axios	10
compression@helmet	10
lodash@type-fest	10
font-awesome@postcss	10
has@json-stringify-safe	10
end-of-stream@graceful-fs	10
ms@sprintf-js	10
dayjs@framer-motion	10
element-plus@fs-extra	10
ms@universalify	10
dayjs@highlight.js	10
dayjs@i18next	10
primeng@tslib	10
types/lodash@moment	10
core-js@cross-env	10
codemirror/gutter@codemirror/lang-markdown	10
history@uglifyjs-webpack-plugin	10
ms@object-keys	10
ms@once	10
fortawesome/free-brands-svg-icons@classnames	10
dayjs@history	10
fs-extra@get-stream	10
ms@wrappy	10
lodash@sudo-prompt	10
auto-launch@classnames	10
end-of-stream@json-stringify-safe	10
end-of-stream@lru-cache	10
has@json-buffer	10
multer@socket.io	10
has-property-descriptors@json-buffer	10
end-of-stream@ms	10
ffi-napi@ref-napi	10
has@object-keys	10
file-loader@ts-loader	10
lodash@tree-kill	10
extract-zip@sumchecker	10
ip@lodash	10
core-js@debug	10
lodash@tmp	10
bootstrap@typescript	10
detect-node@graceful-fs	9
detect-node@lowercase-keys	9
concurrently@prop-types	9
detect-node@lru-cache	9
extract-zip@normalize-url	9
babel-eslint@cross-env	9
detect-node@json-stringify-safe	9
axios@v8-compile-cache	9
babel-loader@babel-runtime	9
fs-extra@get-port	9
detect-node@json-buffer	9
babel-preset-es2015@url-loader	9
axios@graphql	9
fs@rxjs	9
babel-polyfill@core-js	9
codemirror/matchbrackets@remark-parse	9
codemirror/matchbrackets@remark-gfm	9
axios@html-webpack-plugin	9
extract-zip@p-cancelable	9
axios@url	9
fs-extra@p-cancelable	9
axios@hotkeys-js	9
axios@fs-jetpack	9
detect-node@jsonfile	9
fs-extra@json-buffer	9
axios@sudo-prompt	9
ramda@source-map-support	9
framer-motion@regenerator-runtime	9
ramda@rxjs	9
babel-polyfill@history	9
extract-zip@pify	9
fs-extra@plist	9
detect-node@http-cache-semantics	9
axios@fix-path	9
babel-core@whatwg-fetch	9
ramda@redux-thunk	9
detect-node@keyv	9
codemirror@element-ui	9
babel-polyfill@babel-register	9
babel-loader@is-wsl	9
codemirror@history	9
fs-extra@lowercase-keys	9
axios@node-pty	9
extract-zip@universalify	9
extract-zip@type-fest	9
fs-extra@responselike	9
less@webpack	9
axios@notistack	9
babel-loader@uglifyjs-webpack-plugin	9
babel-core@babel-runtime	9
devtron@material-ui	9
fs-extra@serialize-error	9
dotenv-expand@is-wsl	9
detect-node@type-fest	9
babel-jest@is-wsl	9
axios@music-metadata	9
detect-node@universalify	9
detect-node@wrappy	9
babel-preset-es2015@lodash	9
babel-cli@lodash	9
less-loader@url-loader	9
detect-node@yallist	9
detect-node@yauzl	9
concurrently@webpack	9
autoprefixer@resolve	9
extract-zip@get-stream	9
axios@postcss-flexbugs-fixes	9
fs-extra@fuse.js	9
fs-jetpack@redux	9
extract-zip@responselike	9
extract-zip@semver-compare	9
axios@pouchdb-find	9
babel-preset-env@style-loader	9
axios@bip39	9
axios@babelify	9
axios@bcryptjs	9
fs-extra@xterm-addon-fit	9
extract-zip@fd-slicer	9
less-loader@webpack	9
extract-zip@http-cache-semantics	9
fs-extra@mimic-response	9
babel-core@dotenv-expand	9
extract-zip@serialize-error	9
compression@cookie-parser	9
fs-extra@yallist	9
babel-eslint@whatwg-fetch	9
fs-extra@http-cache-semantics	9
babel-preset-env@css-loader	9
axios@querystring	9
extract-zip@json-buffer	9
detect-node@got	9
extract-text-webpack-plugin@resolve	9
babel-plugin-named-asset-import@is-wsl	9
axios@rss-parser	9
babel-eslint@object-assign	9
axios@roboto-fontface	9
detect-node@ms	9
detect-node@es6-error	9
detect-node@extract-zip	9
framer-motion@typescript	9
leaflet@moment	9
detect-node@env-paths	9
detect-node@normalize-url	9
detect-node@object-keys	9
detect-node@end-of-stream	9
detect-node@once	9
detect-node@p-cancelable	9
codemirror@dotenv	9
express@underscore	9
axios@jest	9
detect-node@get-stream	9
compare-versions@node-fetch	9
codemirror@js-yaml	9
axios@screenfull	9
detect-node@matcher	9
fs-extra@unzipper	9
detect-node@fs-extra	9
aws-sdk@uuid	9
axios@eslint	9
babel-eslint@node-sass	9
babel-core@resolve	9
extract-zip@progress	9
detect-node@fd-slicer	9
detect-node@mimic-response	9
fs@lodash	9
fs@history	9
detect-node@sumchecker	9
babel-loader@less-loader	9
extract-zip@pump	9
babel-loader@json-loader	9
extract-zip@keyv	9
axios@winston-daily-rotate-file	9
babel-loader@less	9
detect-node@semver	9
babel-core@promise	9
fs-extra@ramda	9
detect-node@semver-compare	9
detect-node@serialize-error	9
detect-node@sprintf-js	9
extract-text-webpack-plugin@moment	9
extract-zip@yallist	9
codemirror/state@assert	9
babel-preset-es2015@node-sass	9
detect-node@responselike	9
extract-zip@mimic-response	9
fs-extra@pump	9
axios@redux-devtools-extension	9
axios@recoil	9
detect-node@progress	9
babel-eslint@promise	9
extract-zip@lowercase-keys	9
fs-extra@node-sass	9
fs-extra@socket.io	9
detect-node@pump	9
babel-plugin-transform-object-rest-spread@redux	9
babel-eslint@raf	9
extract-zip@matcher	9
dotenv-expand@redux	9
detect-node@pend	9
types/jest@optimize-css-assets-webpack-plugin	9
types/jest@moment	9
node-fetch@rxjs	9
cheerio@styled-components	9
types/jest@eslint-plugin-jsx-a11y	9
types/jest@eslint-plugin-import	9
types/jest@eslint-plugin-flowtype	9
body-parser@ws	9
fix-path@lodash	9
node-fetch@v8-compile-cache	9
types/jest@babel-eslint	9
types/jest@antd	9
graceful-fs@type-fest	9
is-wsl@jest	9
is-wsl@jest-environment-jsdom-fourteen	9
types/fs-extra@fs-extra	9
is-wsl@jest-watch-typeahead	9
is-wsl@mini-css-extract-plugin	9
is-wsl@optimize-css-assets-webpack-plugin	9
types/jest@pnp-webpack-plugin	9
types/jest@postcss-safe-parser	9
boolean@es6-error	9
boolean@env-paths	9
boolean@end-of-stream	9
boolean@detect-node	9
boolean@define-properties	9
boolean@defer-to-connect	9
boolean@decompress-response	9
boolean@debug	9
boolean@clone-response	9
boolean@cacheable-request	9
cheerio@node-fetch	9
cheerio@popper.js	9
material-ui/core@reselect	9
types/lodash@core-js	9
types/jest@url-loader	9
