Dependency Pair	Co-Occurences
print-js@vue-i18n	3
print-js@vuex	3
print-js@xmlhttprequest	3
prisma/client@axios	3
prisma/client@electron-is-dev	3
prisma/client@music-metadata	3
prisma/client@prisma	3
progress@resolve-alpn	3
promise-worker@react-dom	3
primeflex@primereact	3
prop-types@seamless-immutable	3
prop-types@react-svg-inline	3
prop-types@react-switch	3
prop-types@react-virtualized-auto-sizer	3
prop-types@react-virtuoso	3
prop-types@redux-form	3
prop-types@resolve	3
prop-types@roboto-fontface	3
prop-types@run-electron	3
prop-types@sanitize-html	3
prop-types@semantic-ui-css	3
prop-types@react-router-bootstrap	3
prop-types@sha3	3
prop-types@snyk	3
prop-types@tar	3
prop-types@terser-webpack-plugin	3
prop-types@ts-node	3
prop-types@turndown	3
prop-types@turndown-plugin-gfm	3
prop-types@twemoji	3
prop-types@twitter-text	3
prop-types@react-spring	3
prop-types@react-resize-detector	3
promise-worker@react-redux	3
prop-types@react-draggable	3
promise@xml2js	3
prop-types@qs	3
prop-types@querystring	3
prop-types@rc-slider	3
prop-types@react-apollo	3
prop-types@react-circular-progressbar	3
prop-types@react-click-outside	3
prop-types@react-codemirror2	3
prop-types@react-collapsible	3
prop-types@react-fast-compare	3
prop-types@react-popper	3
prop-types@react-feather	3
prop-types@react-file-drop	3
prop-types@react-highlight	3
prop-types@react-infinite-scroll-component	3
prop-types@react-infinite-scroller	3
prop-types@react-json-view	3
prop-types@react-linkify	3
prop-types@react-native	3
prop-types@react-native-web	3
primeflex@react	3
pretty-ms@tempy	3
postcss@tailwind-merge	3
pouchdb-browser@videojs-contrib-hls	3
pouchdb-browser@react-i18next	3
pouchdb-browser@react-redux	3
pouchdb-browser@redux	3
pouchdb-browser@redux-actions	3
pouchdb-browser@request	3
pouchdb-browser@rxjs	3
pouchdb-browser@uuid	3
pouchdb-browser@video.js	3
pouchdb-browser@videojs-ass	3
pouchdb-browser@vue	3
pouchdb-adapter-node-websql@rxdb	3
pouchdb-browser@vue-router	3
pouchdb-browser@vuex	3
pouchdb-find@react-redux	3
pouchdb-find@redux-form	3
pouchdb-find@source-map-support	3
pouchdb-find@uuid	3
pouchdb-quick-search@react-contextmenu	3
pouchdb-quick-search@rtl-detect	3
pouchdb@pouchdb-authentication	3
pouchdb-adapter-node-websql@rxjs	3
pouchdb-adapter-idb@react-dom	3
pouchdb@react-beautiful-dnd	3
postcss@vscode-ripgrep	3
postcss@temp	3
postcss@text-buffer	3
postcss@timecop	3
postcss@tree-sitter	3
postcss@tree-view	3
postcss@typescript-simple	3
postcss@update-package-dependencies	3
postcss@url-loader	3
postcss@vite-tsconfig-paths	3
postcss@welcome	3
pouchdb-adapter-idb@react	3
postcss@whitespace	3
postcss@winreg	3
postcss@winston	3
postcss@wrap-guide	3
postcss@zod	3
postcss@zustand	3
posthog-js@uuid	3
posthog-node@react	3
posthog-node@react-dom	3
pouchdb@pouchdb-quick-search	3
pouchdb@react-contextmenu	3
pretty-ms@react-router-dom	3
pretty-bytes@react-router	3
prettier@tslib	3
prettier@turbo	3
prettier@url-loader	3
prettier@vuex	3
prettier@webpack-bundle-analyzer	3
prettier@winston	3
pretty-bytes@progress-stream	3
pretty-bytes@quasar	3
pretty-bytes@react-redux	3
pretty-bytes@read-pkg	3
prettier@ts-jest	3
pretty-bytes@rimraf	3
pretty-bytes@string-width	3
pretty-bytes@strip-ansi	3
pretty-bytes@underscore-plus	3
pretty-bytes@vuex-electron	3
pretty-bytes@vuex-persistedstate	3
pretty-bytes@web-audio-daw	3
pretty-bytes@webpack	3
pretty-bytes@yauzl	3
prettier@ts-node	3
prettier@style-loader	3
pouchdb@react-dnd	3
pouchdb@ws	3
pouchdb@react-dnd-html5-backend	3
pouchdb@react-select	3
pouchdb@redux-actions	3
pouchdb@redux-logger	3
pouchdb@semver	3
pouchdb@sqlite3	3
pouchdb@styled-components	3
pouchdb@sweetalert	3
pouchdb@typescript	3
preact@react	3
prettier@query-string	3
preact@react-markdown	3
preact@winston	3
prepend-http@readable-stream	3
present@read-chunk	3
present@semver-compare	3
present@simple-reload	3
present@try-require	3
prettier-bytes@react	3
prettier-bytes@react-dom	3
perfect-scrollbar@react-dom	3
perfect-scrollbar@react	3
pend@xtend	3
open@sqlite3	3
open-on-github@whitespace	3
open-on-github@winreg	3
open-on-github@wrap-guide	3
open@open-file-explorer	3
open@os	3
open@papaparse	3
open@qs	3
open@react-spring	3
open@sanitize-html	3
open@sweetalert2	3
open-on-github@vscode-ripgrep	3
open@tslib	3
open@underscore	3
open@unzipper	3
open@utf-8-validate	3
open@xterm-addon-web-links	3
open@zxcvbn	3
openai@react-icons	3
openai@remark-gfm	3
openpgp@react-dom	3
open-on-github@welcome	3
open-on-github@update-package-dependencies	3
openpgp@redux	3
open-on-github@spell-check	3
open-on-github@scrollbar-style	3
open-on-github@season	3
open-on-github@semver	3
open-on-github@service-hub	3
open-on-github@settings-view	3
open-on-github@sinon	3
open-on-github@snippets	3
open-on-github@solarized-dark-syntax	3
open-on-github@solarized-light-syntax	3
open-on-github@status-bar	3
open-on-github@typescript-simple	3
open-on-github@styleguide	3
open-on-github@superstring	3
open-on-github@symbols-view	3
open-on-github@tabs	3
open-on-github@temp	3
open-on-github@text-buffer	3
open-on-github@timecop	3
open-on-github@tree-sitter	3
open-on-github@tree-view	3
openpgp@react-redux	3
openpgp@redux-thunk	3
open-on-github@scandal	3
os-timesync@uuid	3
os-timesync@redux	3
os-timesync@redux-thunk	3
os-timesync@remote-redux-devtools	3
os-timesync@semver	3
os-timesync@solc	3
os-timesync@swarm-js	3
os-timesync@typescript	3
os-timesync@underscore	3
os-timesync@underscore-deep-extend	3
os-timesync@web3	3
os-name@react	3
os-timesync@yargs	3
os-utils@systeminformation	3
os@rxjs	3
os@styled-components	3
os@vue	3
os@vue-router	3
os@xterm-addon-fit	3
os@zone.js	3
ospath@vue	3
os-name@react-dom	3
os-locale@xterm	3
openpgp@source-map-support	3
ora@request	3
opn@path	3
opn@semver	3
opn@socket.io	3
optimize-css-assets-webpack-plugin@raw-loader	3
optimize-css-assets-webpack-plugin@react-redux	3
optimize-css-assets-webpack-plugin@react-scripts	3
optimize-css-assets-webpack-plugin@redux	3
optimize-css-assets-webpack-plugin@uglifyjs-webpack-plugin	3
optimize-css-assets-webpack-plugin@uuid	3
ora@simple-git	3
os-locale@vuedraggable	3
ora@style-loader	3
ora@tslib	3
os-browserify@react-icons	3
os-browserify@react-redux	3
os-browserify@redux	3
os-browserify@redux-thunk	3
os-browserify@stream-browserify	3
os-locale@tippy.js	3
os-locale@vue-electron	3
open-on-github@scoped-property-store	3
open-on-github@resolve	3
pend@uuid	3
one-light-syntax@snippets	3
one-light-syntax@resolve	3
one-light-syntax@scandal	3
one-light-syntax@scoped-property-store	3
one-light-syntax@scrollbar-style	3
one-light-syntax@season	3
one-light-syntax@semver	3
one-light-syntax@service-hub	3
one-light-syntax@settings-view	3
one-light-syntax@sinon	3
one-light-syntax@solarized-dark-syntax	3
one-light-syntax@postcss	3
one-light-syntax@solarized-light-syntax	3
one-light-syntax@spell-check	3
one-light-syntax@status-bar	3
one-light-syntax@styleguide	3
one-light-syntax@superstring	3
one-light-syntax@symbols-view	3
one-light-syntax@tabs	3
one-light-syntax@temp	3
one-light-syntax@text-buffer	3
one-light-syntax@postcss-selector-parser	3
one-light-syntax@pathwatcher	3
one-light-syntax@tree-sitter	3
one-dark-ui@tree-sitter	3
one-dark-ui@spell-check	3
one-dark-ui@status-bar	3
one-dark-ui@styleguide	3
one-dark-ui@superstring	3
one-dark-ui@symbols-view	3
one-dark-ui@tabs	3
one-dark-ui@temp	3
one-dark-ui@text-buffer	3
one-dark-ui@timecop	3
one-dark-ui@tree-view	3
one-light-syntax@package-generator	3
one-dark-ui@typescript-simple	3
one-dark-ui@update-package-dependencies	3
one-dark-ui@vscode-ripgrep	3
one-dark-ui@welcome	3
one-dark-ui@whitespace	3
one-dark-ui@winreg	3
one-dark-ui@wrap-guide	3
one-light-syntax@one-light-ui	3
one-light-syntax@open-on-github	3
one-light-syntax@timecop	3
one-light-syntax@tree-view	3
open-on-github@postcss-selector-parser	3
one-light-ui@tree-view	3
one-light-ui@status-bar	3
one-light-ui@styleguide	3
one-light-ui@superstring	3
one-light-ui@symbols-view	3
one-light-ui@tabs	3
one-light-ui@temp	3
one-light-ui@text-buffer	3
one-light-ui@timecop	3
one-light-ui@tree-sitter	3
one-light-ui@typescript-simple	3
one-light-ui@solarized-light-syntax	3
one-light-ui@update-package-dependencies	3
one-light-ui@vscode-ripgrep	3
one-light-ui@welcome	3
one-light-ui@whitespace	3
one-light-ui@winreg	3
one-light-ui@wrap-guide	3
open-on-github@package-generator	3
open-on-github@pathwatcher	3
open-on-github@postcss	3
one-light-ui@spell-check	3
one-light-ui@solarized-dark-syntax	3
one-light-syntax@typescript-simple	3
one-light-ui@postcss	3
one-light-syntax@update-package-dependencies	3
one-light-syntax@vscode-ripgrep	3
one-light-syntax@welcome	3
one-light-syntax@whitespace	3
one-light-syntax@winreg	3
one-light-syntax@wrap-guide	3
one-light-ui@open-on-github	3
one-light-ui@package-generator	3
one-light-ui@pathwatcher	3
one-light-ui@postcss-selector-parser	3
one-light-ui@snippets	3
one-light-ui@resolve	3
one-light-ui@scandal	3
one-light-ui@scoped-property-store	3
one-light-ui@scrollbar-style	3
one-light-ui@season	3
one-light-ui@semver	3
one-light-ui@service-hub	3
one-light-ui@settings-view	3
one-light-ui@sinon	3
ospath@vuex	3
osx-release@react	3
osx-release@react-bootstrap	3
path-to-regexp@react-router	3
path-browserify@use-debounce	3
path-browserify@vue-i18n	3
path-browserify@vuex	3
path-browserify@xterm-addon-fit	3
path-browserify@zustand	3
path-exists@uuid	3
path-parse@semver	3
path-parse@yaml	3
path-to-regexp@qs	3
path-to-regexp@react-use	3
path-browserify@source-map-support	3
path-to-regexp@screenfull	3
path-to-regexp@uuid	3
path-to-regexp@vue-router	3
path-to-regexp@vuex	3
path@popper.js	3
path@postcss	3
path@print-js	3
path@process	3
path@react-hot-loader	3
path-browserify@tslib	3
path-browserify@socket.io-client	3
path@react-router-redux	3
patch-package@react-router-dom	3
passport@passport-github2	3
passport@passport-google-oauth20	3
passport@pify	3
passport@react-icons	3
passport@react-router-dom	3
passport@request	3
passport@sequelize	3
passport@source-map-support	3
patch-package@postinstall-postinstall	3
patch-package@sanitize-html	3
path-browserify@rxjs	3
patch-package@typescript	3
patch-package@vue-class-component	3
patch-package@vue-property-decorator	3
patch-package@vue-router	3
patch-package@vuex	3
path-browserify@react-i18next	3
path-browserify@react-string-replace	3
path-browserify@react-transition-group	3
path-browserify@request	3
path@react-icons	3
path@sass-loader	3
osx-release@react-retina-image	3
pathwatcher@vscode-ripgrep	3
pathwatcher@symbols-view	3
pathwatcher@tabs	3
pathwatcher@temp	3
pathwatcher@text-buffer	3
pathwatcher@timecop	3
pathwatcher@tree-sitter	3
pathwatcher@tree-view	3
pathwatcher@typescript-simple	3
pathwatcher@update-package-dependencies	3
pathwatcher@welcome	3
pathwatcher@styleguide	3
pathwatcher@whitespace	3
pathwatcher@winreg	3
pathwatcher@wrap-guide	3
pdf-lib@react-router-dom	3
pdfjs-dist@sharp	3
pdfjs-dist@vuex	3
pdfkit@react-router-dom	3
pdfmake@react-router-dom	3
pend@resolve-alpn	3
pathwatcher@superstring	3
pathwatcher@status-bar	3
path@semver	3
pathwatcher@scandal	3
path@sharp	3
path@sortablejs	3
path@trash	3
path@tslib	3
path@wait-on	3
path@xmlhttprequest	3
pathwatcher@postcss	3
pathwatcher@postcss-selector-parser	3
pathwatcher@resolve	3
pathwatcher@scoped-property-store	3
pathwatcher@spell-check	3
pathwatcher@scrollbar-style	3
pathwatcher@season	3
pathwatcher@semver	3
pathwatcher@service-hub	3
pathwatcher@settings-view	3
pathwatcher@sinon	3
pathwatcher@snippets	3
pathwatcher@solarized-dark-syntax	3
pathwatcher@solarized-light-syntax	3
passport-local@react-dom	3
passport-local@react	3
passport-google-oauth20@uuid	3
package-generator@solarized-dark-syntax	3
package-generator@scandal	3
package-generator@scoped-property-store	3
package-generator@scrollbar-style	3
package-generator@season	3
package-generator@semver	3
package-generator@service-hub	3
package-generator@settings-view	3
package-generator@sinon	3
package-generator@snippets	3
package-generator@solarized-light-syntax	3
package-generator@postcss-selector-parser	3
package-generator@spell-check	3
package-generator@status-bar	3
package-generator@styleguide	3
package-generator@superstring	3
package-generator@symbols-view	3
package-generator@tabs	3
package-generator@temp	3
package-generator@text-buffer	3
package-generator@timecop	3
package-generator@resolve	3
package-generator@postcss	3
parse-torrent@vuex	3
p-cancelable@resolve-alpn	3
osx-release@react-router	3
osx-release@request	3
overlayscrollbars-react@uuid	3
overlayscrollbars@vue	3
overlayscrollbars@vue-router	3
overlayscrollbars@vuex	3
overstated@react	3
overstated@react-dom	3
p-cancelable@readable-stream	3
p-event@react	3
package-generator@pathwatcher	3
p-event@react-dom	3
p-limit@vue	3
p-queue@pinia	3
p-queue@qs	3
p-queue@react-redux	3
p-queue@redux	3
pac-proxy-agent@prop-types	3
pac-proxy-agent@react-router-dom	3
pac-proxy-agent@vuex	3
package-generator@tree-sitter	3
package-generator@tree-view	3
package-generator@typescript-simple	3
parse-domain@react-dom	3
papaparse@underscore	3
papaparse@vue	3
papaparse@vue-router	3
papaparse@vuex	3
papaparse@zone.js	3
parcel/watcher@http-proxy-agent	3
parcel/watcher@https-proxy-agent	3
parse-author@semver	3
parse-domain@react	3
parse-domain@react-redux	3
package-generator@update-package-dependencies	3
parse-domain@request	3
parse-semver@present	3
parse-semver@read-chunk	3
parse-semver@semver-compare	3
parse-semver@simple-reload	3
parse-semver@try-require	3
parse-torrent@prop-types	3
parse-torrent@rimraf	3
parse-torrent@vue-electron	3
papaparse@rxjs	3
papaparse@redux	3
papaparse@react-redux	3
papaparse@react-dom	3
package-generator@vscode-ripgrep	3
package-generator@welcome	3
package-generator@whitespace	3
package-generator@winreg	3
package-generator@wrap-guide	3
page-icon@shelljs	3
pako@react-helmet	3
pako@react-i18next	3
pako@react-router-dom	3
pako@react-select	3
pako@redux	3
pako@request	3
pako@semver	3
pako@uuid	3
pangu@react	3
pangu@react-dom	3
papaparse@popper.js	3
papaparse@react	3
papaparse@react-color	3
react@set-cookie-parser	3
react@sha3	3
grammar-selector@symbols-view	3
types/react-router-dom@mobx-react	3
types/react-router-dom@eslint	3
types/react-router-dom@eslint-plugin-react-hooks	3
types/react-router-dom@faker	3
types/react-router-dom@file-loader	3
types/react-router-dom@font-awesome	3
types/react-router-dom@html-webpack-plugin	3
types/react-router-dom@identity-obj-proxy	3
types/react-router-dom@jest	3
types/react-router-dom@mini-css-extract-plugin	3
types/react-router-dom@mongoose	3
types/react-router-dom@electron-reload	3
types/react-router-dom@node-fetch	3
types/react-router-dom@react-dropzone	3
types/react-router-dom@react-window	3
types/react-router-dom@recharts	3
types/react-router-dom@redux-logger	3
types/react-router-dom@regenerator-runtime	3
types/react-router-dom@sass-loader	3
types/react-router-dom@socket.io-client	3
types/react-router-dom@types/redux-logger	3
types/react-router-dom@electron-window-state	3
types/react-router-dom@date-fns	3
types/react-router-dom@typescript-eslint/parser	3
types/react-redux@redux-persist	3
types/react-redux@electron-devtools-installer	3
types/react-redux@express	3
types/react-redux@fs-extra	3
types/react-redux@history	3
types/react-redux@react-dnd	3
types/react-redux@react-dnd-html5-backend	3
types/react-redux@react-icons	3
types/react-redux@react-router	3
types/react-redux@react-transition-group	3
types/react-redux@regenerator-runtime	3
types/react-router-dom@d3	3
types/react-redux@socket.io	3
types/react-redux@types/styled-components	3
types/react-redux@types/uuid	3
types/react-redux@webpack	3
types/react-router-dom@babel-loader	3
types/react-router-dom@bcryptjs	3
types/react-router-dom@connected-react-router	3
types/react-router-dom@cors	3
types/react-router-dom@css-loader	3
types/react-router-dom@typescript-eslint/eslint-plugin	3
types/react-router-dom@url-loader	3
types/react-redux@dotenv	3
types/react@immer	3
types/react@downloadjs	3
types/react@electron-builder	3
types/react@electron-debug	3
types/react@electron-serve	3
types/react@electron-settings	3
types/react@electron-unhandled	3
types/react@formik	3
types/react@get-port	3
types/react@graphql-tag	3
types/react@immutable	3
types/react@css-minimizer-webpack-plugin	3
types/react@less	3
types/react@less-loader	3
types/react@mkdirp	3
types/react@nedb	3
types/react@node-fetch	3
types/react@normalize.css	3
types/react@npm	3
types/react@react-app-rewired	3
types/react@react-color	3
types/react@d3	3
types/react@cheerio	3
types/react-router-dom@webpack-dev-server	3
types/react-virtualized@react-router-dom	3
types/react-router@styled-components	3
types/react-router@typescript	3
types/react-transition-group@electron	3
types/react-transition-group@electron-is-dev	3
types/react-transition-group@react-router-dom	3
types/react-transition-group@request	3
types/react-virtualized@axios	3
types/react-virtualized@react	3
types/react-virtualized@react-dom	3
types/react-window@electron-log	3
types/react@chart.js	3
types/react-window@react	3
types/react-window@react-dom	3
types/react-window@react-window	3
types/react@apollo-cache-inmemory	3
types/react@apollo-client	3
types/react@apollo-link-http	3
types/react@auto-launch	3
types/react@awesome-typescript-loader	3
types/react@browserslist	3
types/react-redux@electron	3
types/react-dom@workbox-strategies	3
types/react@react-toastify	3
types/page-icon@tmp	3
types/page-icon@gitcloud	3
types/page-icon@hasbin	3
types/page-icon@lodash	3
types/page-icon@loglevel	3
types/page-icon@ncp	3
types/page-icon@page-icon	3
types/page-icon@sanitize-filename	3
types/page-icon@shelljs	3
types/page-icon@source-map-support	3
types/page-icon@types/shelljs	3
types/page-icon@commander	3
types/page-icon@types/tmp	3
types/pouchdb@pouchdb	3
types/pouchdb@react	3
types/pouchdb@react-dom	3
types/prettier@prettier	3
types/ramda@electron-is-dev	3
types/ramda@electron-store	3
types/ramda@types/react	3
types/ramda@types/react-dom	3
types/page-icon@electron-packager	3
types/page-icon@cheerio	3
types/react-color@react-color	3
types/node@types/sqlite3	3
types/node@recharts	3
types/node@recoil	3
types/node@shx	3
types/node@superagent	3
types/node@sweetalert2	3
types/node@swiper	3
types/node@tmp	3
types/node@types/page-icon	3
types/node@types/shelljs	3
types/node@types/tmp	3
types/page-icon@axios	3
types/node@types/yargs	3
types/node@vuex-class	3
types/node@winston-daily-rotate-file	3
types/node@workbox-core	3
types/node@workbox-expiration	3
types/node@workbox-precaching	3
types/node@workbox-routing	3
types/node@workbox-strategies	3
types/node@yargs	3
types/react-color@react	3
types/react-color@react-dom	3
types/react-dom@workbox-routing	3
types/react-dom@shx	3
types/react-dom@react-chartjs-2	3
types/react-dom@react-color	3
types/react-dom@react-syntax-highlighter	3
types/react-dom@react-toastify	3
